"REF_DATE","GEO","price_indexes","house_price"
"1981-05","Ontario","Total (house and land)",""
"1981-05","Ontario","House only",""
"1981-05","Ontario","Land only",""
"1981-05","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Total (house and land)","34.3"
"1981-05","Ottawa-Gatineau, Ontario part, Ontario/Quebec","House only","32.7"
"1981-05","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Land only","40.8"
"1981-05","Oshawa, Ontario","Total (house and land)",""
"1981-05","Oshawa, Ontario","House only",""
"1981-05","Oshawa, Ontario","Land only",""
"1981-05","Toronto, Ontario","Total (house and land)","32.3"
"1981-05","Toronto, Ontario","House only","27.7"
"1981-05","Toronto, Ontario","Land only","40.1"
"1981-05","Hamilton, Ontario","Total (house and land)","32.6"
"1981-05","Hamilton, Ontario","House only","26.4"
"1981-05","Hamilton, Ontario","Land only","50.2"
"1981-05","St. Catharines-Niagara, Ontario","Total (house and land)","31.0"
"1981-05","St. Catharines-Niagara, Ontario","House only","28.9"
"1981-05","St. Catharines-Niagara, Ontario","Land only","35.6"
"1981-05","Kitchener-Cambridge-Waterloo, Ontario","Total (house and land)","34.6"
"1981-05","Kitchener-Cambridge-Waterloo, Ontario","House only","31.1"
"1981-05","Kitchener-Cambridge-Waterloo, Ontario","Land only","43.5"
"1981-05","Guelph, Ontario","Total (house and land)",""
"1981-05","Guelph, Ontario","House only",""
"1981-05","Guelph, Ontario","Land only",""
"1981-05","London, Ontario","Total (house and land)","33.3"
"1981-05","London, Ontario","House only","28.6"
"1981-05","London, Ontario","Land only","51.6"
"1981-05","Windsor, Ontario","Total (house and land)","60.6"
"1981-05","Windsor, Ontario","House only","63.9"
"1981-05","Windsor, Ontario","Land only","47.5"
"1981-05","Greater Sudbury, Ontario","Total (house and land)","56.9"
"1981-05","Greater Sudbury, Ontario","House only","57.0"
"1981-05","Greater Sudbury, Ontario","Land only","53.7"
"1981-05","Prairie Region","Total (house and land)",""
"1981-05","Prairie Region","House only",""
"1981-05","Prairie Region","Land only",""
"1981-05","Manitoba","Total (house and land)",""
"1981-05","Manitoba","House only",""
"1981-05","Manitoba","Land only",""
"1981-05","Winnipeg, Manitoba","Total (house and land)","27.9"
"1981-05","Winnipeg, Manitoba","House only","31.1"
"1981-05","Winnipeg, Manitoba","Land only","18.9"
"1981-05","Saskatchewan","Total (house and land)",""
"1981-05","Saskatchewan","House only",""
"1981-05","Saskatchewan","Land only",""
"1981-05","Regina, Saskatchewan","Total (house and land)","21.9"
"1981-05","Regina, Saskatchewan","House only","23.1"
"1981-05","Regina, Saskatchewan","Land only","17.8"
"1981-05","Saskatoon, Saskatchewan","Total (house and land)","34.8"
"1981-05","Saskatoon, Saskatchewan","House only","37.7"
"1981-05","Saskatoon, Saskatchewan","Land only","27.6"
"1981-05","Alberta","Total (house and land)",""
"1981-05","Alberta","House only",""
"1981-05","Alberta","Land only",""
"1981-05","Calgary, Alberta","Total (house and land)","26.7"
"1981-05","Calgary, Alberta","House only","30.1"
"1981-05","Calgary, Alberta","Land only","19.8"
"1981-05","Edmonton, Alberta","Total (house and land)","37.3"
"1981-05","Edmonton, Alberta","House only","38.2"
"1981-05","Edmonton, Alberta","Land only","33.6"
"1981-05","British Columbia","Total (house and land)",""
"1981-05","British Columbia","House only",""
"1981-05","British Columbia","Land only",""
"1981-05","Kelowna, British Columbia","Total (house and land)",""
"1981-05","Kelowna, British Columbia","House only",""
"1981-05","Kelowna, British Columbia","Land only",""
"1981-05","Vancouver, British Columbia","Total (house and land)","91.8"
"1981-05","Vancouver, British Columbia","House only","97.7"
"1981-05","Vancouver, British Columbia","Land only","84.2"
"1981-05","Victoria, British Columbia","Total (house and land)","132.5"
"1981-05","Victoria, British Columbia","House only","212.4"
"1981-05","Victoria, British Columbia","Land only","52.1"
"1981-06","Canada","Total (house and land)","40.8"
"1981-06","Canada","House only","39.1"
"1981-06","Canada","Land only","41.6"
"1981-06","Atlantic Region","Total (house and land)",""
"1981-06","Atlantic Region","House only",""
"1981-06","Atlantic Region","Land only",""
"1981-06","Newfoundland and Labrador","Total (house and land)",""
"1981-06","Newfoundland and Labrador","House only",""
"1981-06","Newfoundland and Labrador","Land only",""
"1981-06","St. John's, Newfoundland and Labrador","Total (house and land)","36.4"
"1981-06","St. John's, Newfoundland and Labrador","House only","37.7"
"1981-06","St. John's, Newfoundland and Labrador","Land only","31.9"
"1981-06","Prince Edward Island","Total (house and land)",""
"1981-06","Prince Edward Island","House only",""
"1981-06","Prince Edward Island","Land only",""
"1981-06","Charlottetown, Prince Edward Island","Total (house and land)",""
"1981-06","Charlottetown, Prince Edward Island","House only",""
"1981-06","Charlottetown, Prince Edward Island","Land only",""
"1981-06","Nova Scotia","Total (house and land)",""
"1981-06","Nova Scotia","House only",""
"1981-06","Nova Scotia","Land only",""
"1981-06","Halifax, Nova Scotia","Total (house and land)",""
"1981-06","Halifax, Nova Scotia","House only",""
"1981-06","Halifax, Nova Scotia","Land only","32.5"
"1981-06","New Brunswick","Total (house and land)",""
"1981-06","New Brunswick","House only",""
"1981-06","New Brunswick","Land only",""
"1981-06","Saint John, Fredericton, and Moncton, New Brunswick","Total (house and land)","57.2"
"1981-06","Saint John, Fredericton, and Moncton, New Brunswick","House only","63.3"
"1981-06","Saint John, Fredericton, and Moncton, New Brunswick","Land only","38.0"
"1981-06","Quebec","Total (house and land)",""
"1981-06","Quebec","House only",""
"1981-06","Quebec","Land only",""
"1981-06","Québec, Quebec","Total (house and land)","31.4"
"1981-06","Québec, Quebec","House only","36.1"
"1981-06","Québec, Quebec","Land only","21.2"
"1981-06","Sherbrooke, Quebec","Total (house and land)",""
"1981-06","Sherbrooke, Quebec","House only",""
"1981-06","Sherbrooke, Quebec","Land only",""
"1981-06","Trois-Rivières, Quebec","Total (house and land)",""
"1981-06","Trois-Rivières, Quebec","House only",""
"1981-06","Trois-Rivières, Quebec","Land only",""
"1981-06","Montréal, Quebec","Total (house and land)","30.0"
"1981-06","Montréal, Quebec","House only","31.5"
"1981-06","Montréal, Quebec","Land only","21.7"
"1981-06","Ottawa-Gatineau, Quebec part, Ontario/Quebec","Total (house and land)",""
"1981-06","Ottawa-Gatineau, Quebec part, Ontario/Quebec","House only",""
"1981-06","Ottawa-Gatineau, Quebec part, Ontario/Quebec","Land only",""
"1981-06","Ontario","Total (house and land)",""
"1981-06","Ontario","House only",""
"1981-06","Ontario","Land only",""
"1981-06","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Total (house and land)","34.8"
"1981-06","Ottawa-Gatineau, Ontario part, Ontario/Quebec","House only","33.5"
"1981-06","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Land only","40.8"
"1981-06","Oshawa, Ontario","Total (house and land)",""
"1981-06","Oshawa, Ontario","House only",""
"1981-06","Oshawa, Ontario","Land only",""
"1981-06","Toronto, Ontario","Total (house and land)","32.3"
"1981-06","Toronto, Ontario","House only","27.7"
"1981-06","Toronto, Ontario","Land only","40.1"
"1981-06","Hamilton, Ontario","Total (house and land)","32.7"
"1981-06","Hamilton, Ontario","House only","26.6"
"1981-06","Hamilton, Ontario","Land only","50.2"
"1981-06","St. Catharines-Niagara, Ontario","Total (house and land)","31.2"
"1981-06","St. Catharines-Niagara, Ontario","House only","29.2"
"1981-06","St. Catharines-Niagara, Ontario","Land only","35.6"
"1981-06","Kitchener-Cambridge-Waterloo, Ontario","Total (house and land)","34.9"
"1981-06","Kitchener-Cambridge-Waterloo, Ontario","House only","31.4"
"1981-06","Kitchener-Cambridge-Waterloo, Ontario","Land only","43.7"
"1981-06","Guelph, Ontario","Total (house and land)",""
"1981-06","Guelph, Ontario","House only",""
"1981-06","Guelph, Ontario","Land only",""
"1981-06","London, Ontario","Total (house and land)","33.6"
"1981-06","London, Ontario","House only","29.1"
"1981-06","London, Ontario","Land only","51.6"
"1981-06","Windsor, Ontario","Total (house and land)","60.6"
"1981-06","Windsor, Ontario","House only","63.9"
"1981-06","Windsor, Ontario","Land only","47.5"
"1981-06","Greater Sudbury, Ontario","Total (house and land)","57.1"
"1981-06","Greater Sudbury, Ontario","House only","57.2"
"1981-06","Greater Sudbury, Ontario","Land only","53.7"
"1981-06","Prairie Region","Total (house and land)",""
"1981-06","Prairie Region","House only",""
"1981-06","Prairie Region","Land only",""
"1981-06","Manitoba","Total (house and land)",""
"1981-06","Manitoba","House only",""
"1981-06","Manitoba","Land only",""
"1981-06","Winnipeg, Manitoba","Total (house and land)","28.4"
"1981-06","Winnipeg, Manitoba","House only","31.8"
"1981-06","Winnipeg, Manitoba","Land only","19.0"
"1981-06","Saskatchewan","Total (house and land)",""
"1981-06","Saskatchewan","House only",""
"1981-06","Saskatchewan","Land only",""
"1981-06","Regina, Saskatchewan","Total (house and land)","21.9"
"1981-06","Regina, Saskatchewan","House only","23.1"
"1981-06","Regina, Saskatchewan","Land only","17.8"
"1981-06","Saskatoon, Saskatchewan","Total (house and land)","35.0"
"1981-06","Saskatoon, Saskatchewan","House only","38.0"
"1981-06","Saskatoon, Saskatchewan","Land only","27.6"
"1981-06","Alberta","Total (house and land)",""
"1981-06","Alberta","House only",""
"1981-06","Alberta","Land only",""
"1981-06","Calgary, Alberta","Total (house and land)","27.1"
"1981-06","Calgary, Alberta","House only","30.6"
"1981-06","Calgary, Alberta","Land only","20.0"
"1981-06","Edmonton, Alberta","Total (house and land)","37.4"
"1981-06","Edmonton, Alberta","House only","38.4"
"1981-06","Edmonton, Alberta","Land only","33.6"
"1981-06","British Columbia","Total (house and land)",""
"1981-06","British Columbia","House only",""
"1981-06","British Columbia","Land only",""
"1981-06","Kelowna, British Columbia","Total (house and land)",""
"1981-06","Kelowna, British Columbia","House only",""
"1981-06","Kelowna, British Columbia","Land only",""
"1981-06","Vancouver, British Columbia","Total (house and land)","91.9"
"1981-06","Vancouver, British Columbia","House only","98.2"
"1981-06","Vancouver, British Columbia","Land only","84.2"
"1981-06","Victoria, British Columbia","Total (house and land)","132.8"
"1981-06","Victoria, British Columbia","House only","210.6"
"1981-06","Victoria, British Columbia","Land only","52.9"
"1981-07","Canada","Total (house and land)","40.8"
"1981-07","Canada","House only","39.2"
"1981-07","Canada","Land only","41.6"
"1981-07","Atlantic Region","Total (house and land)",""
"1981-07","Atlantic Region","House only",""
"1981-07","Atlantic Region","Land only",""
"1981-07","Newfoundland and Labrador","Total (house and land)",""
"1981-07","Newfoundland and Labrador","House only",""
"1981-07","Newfoundland and Labrador","Land only",""
"1981-07","St. John's, Newfoundland and Labrador","Total (house and land)","36.4"
"1981-07","St. John's, Newfoundland and Labrador","House only","37.7"
"1981-07","St. John's, Newfoundland and Labrador","Land only","31.9"
"1981-07","Prince Edward Island","Total (house and land)",""
"1981-07","Prince Edward Island","House only",""
"1981-07","Prince Edward Island","Land only",""
"1981-07","Charlottetown, Prince Edward Island","Total (house and land)",""
"1981-07","Charlottetown, Prince Edward Island","House only",""
"1981-07","Charlottetown, Prince Edward Island","Land only",""
"1981-07","Nova Scotia","Total (house and land)",""
"1981-07","Nova Scotia","House only",""
"1981-07","Nova Scotia","Land only",""
"1981-07","Halifax, Nova Scotia","Total (house and land)",""
"1981-07","Halifax, Nova Scotia","House only",""
"1981-07","Halifax, Nova Scotia","Land only","32.5"
"1981-07","New Brunswick","Total (house and land)",""
"1981-07","New Brunswick","House only",""
"1981-07","New Brunswick","Land only",""
"1981-07","Saint John, Fredericton, and Moncton, New Brunswick","Total (house and land)","57.4"
"1981-07","Saint John, Fredericton, and Moncton, New Brunswick","House only","63.6"
"1981-07","Saint John, Fredericton, and Moncton, New Brunswick","Land only","38.0"
"1981-07","Quebec","Total (house and land)",""
"1981-07","Quebec","House only",""
"1981-07","Quebec","Land only",""
"1981-07","Québec, Quebec","Total (house and land)","31.4"
"1981-07","Québec, Quebec","House only","36.2"
"1981-07","Québec, Quebec","Land only","21.2"
"1981-07","Sherbrooke, Quebec","Total (house and land)",""
"1981-07","Sherbrooke, Quebec","House only",""
"1981-07","Sherbrooke, Quebec","Land only",""
"1981-07","Trois-Rivières, Quebec","Total (house and land)",""
"1981-07","Trois-Rivières, Quebec","House only",""
"1981-07","Trois-Rivières, Quebec","Land only",""
"1981-07","Montréal, Quebec","Total (house and land)","30.2"
"1981-07","Montréal, Quebec","House only","31.7"
"1981-07","Montréal, Quebec","Land only","21.7"
"1981-07","Ottawa-Gatineau, Quebec part, Ontario/Quebec","Total (house and land)",""
"1981-07","Ottawa-Gatineau, Quebec part, Ontario/Quebec","House only",""
"1981-07","Ottawa-Gatineau, Quebec part, Ontario/Quebec","Land only",""
"1981-07","Ontario","Total (house and land)",""
"1981-07","Ontario","House only",""
"1981-07","Ontario","Land only",""
"1981-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Total (house and land)","34.9"
"1981-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","House only","33.5"
"1981-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","Land only","40.8"
"1981-07","Oshawa, Ontario","Total (house and land)",""
"1981-07","Oshawa, Ontario","House only",""
"1981-07","Oshawa, Ontario","Land only",""
"1981-07","Toronto, Ontario","Total (house and land)","32.2"
"1981-07","Toronto, Ontario","House only","27.7"
"1981-07","Toronto, Ontario","Land only","40.1"
"1981-07","Hamilton, Ontario","Total (house and land)","32.7"
"1981-07","Hamilton, Ontario","House only","26.6"
"1981-07","Hamilton, Ontario","Land only","50.2"
"1981-07","St. Catharines-Niagara, Ontario","Total (house and land)","31.2"
"1981-07","St. Catharines-Niagara, Ontario","House only","29.2"
"1981-07","St. Catharines-Niagara, Ontario","Land only","35.6"
"1981-07","Kitchener-Cambridge-Waterloo, Ontario","Total (house and land)","34.9"
"1981-07","Kitchener-Cambridge-Waterloo, Ontario","House only","31.4"
"1981-07","Kitchener-Cambridge-Waterloo, Ontario","Land only","43.7"
"1981-07","Guelph, Ontario","Total (house and land)",""
"1981-07","Guelph, Ontario","House only",""
"1981-07","Guelph, Ontario","Land only",""
"1981-07","London, Ontario","Total (house and land)","34.1"
"1981-07","London, Ontario","House only","29.7"
"1981-07","London, Ontario","Land only","51.6"
"1981-07","Windsor, Ontario","Total (house and land)","60.6"
"1981-07","Windsor, Ontario","House only","63.9"
